summary,Category
surabaya radarjatimid – pemerintah kota pemkot surabaya turut merespon tegas kasus penistaan agama rekreasi hiburan umum rhu holywings imbasnya pemkot surabaya menutup sementara rhu ini sampai kasus tersebut tuntas wali kota surabaya eri cahyadi mengatakan telah berkoordinasi dengan polrestabes surabaya dan gp ansor terkait penutupan outlet holywings yang diduga menistakan agama mereka sepakat bertindak menutup dan melakukan pengawasan ketat “sudah kita rapatkan kita tindak lanjuti dengan penutupan sementara sampai kasusnya tuntas kemarin juga disampaikan ke teman – teman gp ansor dari pertemuan itu akhirnya kita sepakat dengan kapolrestabes surabaya untuk ditutup dulu” kata wali kota eri cahyadi selasa  menurut wali kota yang akrab disapa cak eri itu langkah penutupan rhu tersebut tepat agar tidak memicu gesekan antar umat beragama di kota surabaya “ketika masalah itu dibiarkan maka bukan hanya umat muslim dan gp ansor yang tersakiti akan tetapi juga seluruh elemen masyarakat serta umat beragama lainnya” imbuhnya cak eri menegaskan kembali tidak mencabut izin rhu tersebut namun menutup sementara hingga kasus dan suasana kondusif bahkan ia juga meminta jajaran satpol pp surabaya untuk melakukan pengawasan di tiga lokasi rhu tersebut agar tidak timbul kegaduhan di kota pahlawan “tidak dicabut tapi dibekukan nggak boleh buka dulu sampai kasusnya tuntas kota ini menjunjung tinggi nilai toleransi antar umat beragama kalau ada perkara seperti serupa itu ya ditutup” tegasnya apabila pengelola nekat buka setelah ada kesepakatan untuk tutup sementara cak eri tak segan akan mengambil langkah pencabutan izin “kalau masih nekat buka berarti melanggar perintah forkopimda untuk meredakan suasana dan itu sudah mengganggu stabilitas kota bahkan memecah antar umat insyaallah mereka mematuhi itu kalau ketahuan buka selama belum tuntas dicabut izinnya juga bisa” tegas dia psy,Hukum dan Kriminal
gresik radarjatimid – kejaksaan negeri kejari gresik melakukan gerak cepat begitu menerima surat pemberitahuan dimulainya penyidikan spdp kasus dugaan penistaan agama yang bersumber dari video viral pernikahan nyeleneh manusia dengan kambing dari penyidik satreskrim polres gresik kejari langsung menunjuk  orang jaksa peneliti untuk mendalaminya kepala seksi pidana umum pidum kejari gresik ludi himawan didampingi kasi intelijen kejari gresik deni niswansyah mengatakan pihaknya telah menerima spdp dari polres gresik terkait dugaan penistaan agama tentang pernikahan nyeleneh manusia dengan kambing di pesanggrahan keramat “ki ageng” di desa jogodalu kecamatan benjeng kabupaten gresik senin  “hari ini selasa  red kami sudah menunjuk lima orang jaksa peneliti perkara itu” ujar ludi kepada awak media di aula kantor kejari gresik selasa  dalam spdp itu lanjut ludi penyidik pidana umum pidum satreskrim polres gresik belum menyebutkan identitas tersangkanya diperkirakan dalam beberapa hari ke depan akan terbit spdp susulan yang sudah mencantumkan identitas tersangka dalam perkara menghebohkan masyarakat kota santri ini “belum disebutkan para tersangkanya” tambahnya biasanya kata ludi setelah dikeluarkan spdp beberapa hari kemudian akan muncul nama tersangkanya “nanti kalau sudah tersangka pihak kepolisian akan memberikan spdp lanjutan” ujarnya namun ujar ludi melanjutkan penetapan tersangka menjadi kewenangan penyidik polres gresik “sementara kejaksaan sifatnya menunggu penyidik kepolisian memiliki waktu  hari untuk penetapan tersangkanya” tambahnyanya seperti diberitakan majelis ulama indonesia mui telah mengeluarkan fatwa pernikahan manusia dengan kambing masuk kategori penistaan agama sebanyak empat orang yang diduga memiliki peran penting dalam hajatan pernikahan syaiful arif dengan seekor kambing betina bernama sri rahayu itu telah mengakui kesalahannya dan minta maaf secara terbuka kepada umat islam khususnya di gresik selain itu mereka juga melakukan taubatan nasuha di hadapan para pengurus mui gresik dan pimpinan ormas keagamaan yakni pc nu pd muhammadiyah dan ldii gresik di kantor mui gresik empat orang yang diduga terlibat dalam pembuatan video viral berisi  pernikahan tak lazim dan memantik banyak kecaman masyarakat itu adalah pemilik pesanggrahan keramat “ki ageng” nur hudi didin arianto yang juga anggota dprd gresik dari partai nasional demokrat nasdem selain itu ada syaiful arif yang berperan sebagai pengantin pria kresna si penghulu ernikahan dan arif syaifullah pengelola sanggar cipta alam yang juga pemilik akun media sosial medsos atau konten kreator dalam proses penyidikan polisi akan menjerat mereka dengan pasal  a kuhp tentang penodaan agama dengan ancaman hukuman penjara maksimum  tahun penyidik juga akan menjerat para terduga dengan undangundang ite sebelumnya penyidik pidum satreskrim polres melakukan pemeriksaan dan meminta keterangan  orang saksi di antaranya para saksi pelapor dari aliansi warga cerdas wc gresik  aliansi masyarakat peduli gresik ampg gerakan pemuda ansor gresik dan informasi dari rakyat idr dihubuingi secara terpisah salah satu pelapor dari idr choirul anam mengaku kecewa terkait terbitnya spdp dari penyidik polres gresik yang belum ada tersangkanya meski penetapan tersangka itu menjadi kewenangan penyidik kata cak anam panggilan akrab choirul anam kasus yang banyak menyedot perhatian publik itu mestinya diproses dengan cepat “kecepatan dalam memproses kasus yang menodai dan bikin malu masyarakat kota santri itu bisa terukur kalau sudah ada tersangkanya lha sampai hari ini kan ternyata cuma spdp yang belum ada tersangkanya ada apa” ujar cak anam selaku salah satu pelapor ia minta penyidik secepatnya menetapkan namanama tersangka sehingga hal itu membuat masyarakat sedikit lega tak hanya itu tandas cak anam polisi juga mesti secepatntya melakukan penangkapan dan penahanan terhadap para pihak yang diduga melakukan tindakan penistaan agama itu “di video kan sudah jelas welowelo siapa saja pelakunya sesuai yang kami laporkan cepat lakukan penangkapan dan tahan mereka” tegas aktivis gaek ini mazsto,Hukum dan Kriminal
gresik radarjatimid — lembaga konsultasi dan bantuan hukum universitas gresik lkbh unigres siap mengawal proses penanganan kasus video viral pernikahan manusia dengan seekor kambing di desa jogodalu kec benjeng gresik yang kini ditangani polres gresik bahkan lkbh unigres juga memastikan memberikan pendampingan hukum kepada para pelapor kasus tersebut hingga memasuki proses persidangan di pengadilan kepastian itu terungkap dalam diskusi “ngopi hukum” yang digagas fakultas hukum unigres di salah satu kafe di gresik minggu  malam diskusi gayeng yang juga menghadirkan para pelapor kasus pernikahan nyeleneh yang berlangsung di pesanggrahan keramat “ki ageng” milik anggota dprd gresik dari fraksi nasdem nur hudi didin arianto  juni  itu dikawal langsung oleh pakar hukum yang juga wakil rektor  unigres dr suyanto sh mkn dan kepala lkbh unigres mashudi sh mh dua elemen masyarakat yang melaporkan kasus tersebut ke polres gresik yakni aliansi masyarakat peduli gresik ampg dan informasi dari rakyat idr dihadirkan dalam diskusi “ngopi hukum” ini dari ampg diwakili sekretarisnya mu’alim dan humas umi khulsum sementara idr langsung dihadiri ketuanya choirul anam hadir juga sejumlah mahasiswa fakultas hukum unigres dan para jurnalis gresik “bismillah kami siap memberikan pendampingan hukum kepada para pelapor hingga proses hukum ini tuntas karena kasus ini memang menjadi perhatian masyarakat tidak hanya di gresik tapi juga di indonesia bahkan luar negeri” ungkap suyanto yang secara teknis menugasi lkbh unigres untuk melakukan pendampingan hukum kepada para pelapor dua elemen masyarakat yang melaporkan kasus pernikahan tak lazim di desa jogodalu kec benjeng ke polres gresik itu secara lisan –dalam diskusi “ngopi hukum” memang telah meminta unigresi untuk melakukan pendampingan hukum seketika permintaan itu dikabulkan namun mashudi selaku “komandan” lkbh unigres meminta para pelapor itu membuat permohonan resmi secara tertulis untuk memenuhi aspek legalnya “seperti disampaikan pak wakil rektor kami siap memberikan pendampingan sampai tuntas namun formalnya kami minta cak anam ketua idr choirul anam red dan ampg menulis surat resmi ya kepada kami sekali lagi kami siap” tandas mashudi banyak hal dikaji dalam diskusi malam itu selain aspek hukum yang kini lagi berproses di polres gresik kasus itu juga dibahas dalam perspektif undangundang ite sosial budaya serta keagamaan demikian pula strategi dan teknis yang perlu disiapkan untuk mengawal kasus tersebut hingga tuntas terungkap pula dalam diskusi itu para pelapor diminta terus mengawal proses hukum di polres gresik dengan meminta salinan surat perintah dimulainya penyidikan spdp pasalnya para pelapor memang memiliki hak untuk menerima salinan spdp yang dijadikan acuan tim penyidik untuk melakukan proses hukum di tingkat penyidikan “kalau kasatreskrim sudah menyatakan bahwa status kasus itu sudah ditingkatkan dari lidik penyelidikan red ke penyidikan maka pelapor berhak menerima salinan spdpnya sebab dalam penangangan suatu kasus apalagi yang menyita perhatian masyarakat banyak penyidik wajib menyerahkan salinan spdp tidak saja kepada jaksa penuntut umum jpu tetapi juga kepada pelapor dan terlapor” papar suyanto sto,Hukum dan Kriminal
gresik radarjatimid — tim penyidik polres gresik diminta lebih serius lagi menuntaskan penanganan kasus video viral prosesi pernikahan manusia dengan kambing di desa jogodalu kec benjeng gresik  juni  lalu bahkan para pelapor kasus tersebut minta polisi secepatnya menetapkan status tersangka terhadap para pelakunya “seharusnya bisa cepat menetapkan para pelakunya sebagai tersangka toh status penanganannya sudah dinaikkan dari penyelidikan menjadi penyidikan setelah meminta keterangan sekitar  orang saksi bahkan seharusnya sudah dilakukan penangkapan ini kasus bukan delik aduan tapi delik biasa” tegas humas aliansi warga cerdas wc gresik m syafii saat dihubungi minggu  sebagaimana diberitakan setelah meminta keterangan para saksi baik dari pihak pelapor maupun terlapor atas kasus viralnya video pernikahan  spiritualis nusantara saiful arif  warga desa klampok kecamatan benjeng dengan seekor kambing betina yang diberi nama sri rahayu penyidik pidana umum pidum polres gresik menaikkan status perkara dari penyelidikan ke tingkat penyidikan bahkan polisi juga telah menutup pesanggrahan keramat “ki ageng” milik nur hudi didin arianto anggota dprd gresik dari fraksi nasdem yang menjadi lokasi pernikahan nyeleneh itu dengan memasang garis polisi police line hingga kini pesanggrahan tersebut tak berpenghuni karena ditinggalkan pemiliknya “saat ini kasusnya sudah naik tahap penyidikan” ujar kasatreskrim polres gresik iptu wahyu rizki saputro kepada awak media sabtu  penyidik pidum polres gresik telah meminta keterangan sekitar  saksi kasus yang diduga melibatkan  orang yang oleh majelis ulama indonesia mui gresik telah dinyatakan sebagai tindakan penistaan agama ke orang itu adalah pemilik pesanggrahan keramat “ki ageng” nur hudi didin arianto kemudian pengantin lakilaki saiful arif penghulu pernikahan krisna dan arif saifullah pemilik konten media sosial sanggar cipta alam sca syafii menandaskan kasus pernikahan tak lazim yang oleh mui gresik telah dinyatakan sebagai tindak penistaan agama ini bukan delik aduan tapi delik biasa karena itu mestinya polisi bisa bertindak cepat untuk melakukan pengusutan lebih cepat apalagi katanya  elemen masyarakat yakni aliansi wc aliansi masyarakat peduli gresik ampg dan informasi dari rakyat idr secara resmi juga telah menyampaikan pengaduan dan telah dimintai keterangan sebagai saksi pelapor “saya tidak tahu kenapa kok agak lamban begini ada apa ini” ungkap syafii yang juga pengacara ini heran sementara humas ampg umi khulsum mengingatkan penyidik polres gresik untuk tidak mainmain dengan kasus yang telah bikin gaduh dan meresahkan sebagaian masyarakat muslim khususnya di kota santri gresik ini karena itu ia minta dalam  hari ke depan sudah ada progres dari kerja yang konkret dan terukur dari penyidik “kami tunggu hingga  hari ke depan kalau tidak ada perkembangan kami akan turun lagi ke polres untuk melakukan aksi bahkan kalau pada akhirnya polres tidak serius kami pertimbangkan mengadukan kasus ini ke polda jatim masyarakat menunggu kapan ada penetapan tersangkanya toh semua saksi yang jumlahnya lebih dari  orang telah diperiksa dan diminta keterangan” ujar umi khulsum dengan nada tinggi sto,Hukum dan Kriminal
surabaya radarjatimid jajaran kanwil kemenkumham jatim kembali meneguhkan komitmennya dalam pemberantasan peredaran gelap narkotika kali ini giliran petugas lapas pemuda iia madiun yang menggagalkan sepuluh paket narkotika berbagai jenis “salah satunya ada narkotika jenis sabusabu seberat  gram” ujar kepala kanwil kemenkumham jatim zaeroji melalui siaran pers hari ini rabu  selain sabusabu barang bukti yang diamankan dari dua tersangka berupa ganja  gr inex  butir double l  butir timbangan elektrik plastik klip lakban warna coklat dan gunting zaeroji menjelaskan bahwa penggagalan upaya penyelundupan narkotika itu terjadi di halaman lapas yang dipimpin ardian nova christiawan itu pada senin  sekitar pukul  wib mobil ertiga bernopol w  ab masuk ke gerbang lapas pemuda madiun “mobil berhenti di pos pengawasan dan pemeriksaan lapas” terang zaeroji melihat gelagat yang mencurigakan petugas jaga pos menanyakan keperluan dua orang yang berada di dalam mobil kedua orang berinisial mf dan ap tersebut menjawab dengan kebingungan petugas langsung menghubungi kepala pengamana lapas pemuda madiun sastra irawan yang langsung datang ke tkp ketika ditanya mf dan ap mengaku akan mengantar barang paketan tetapi tidak jelas akan ditujukan kepada siapa “keduanya membawa bungkusan yang mencurigakan yang berada di bawah kursi penumpang” tutur zaeroji petugas lalu mengamankan keduanya di saat bersamaan lanjut pria asal solo itu petugas berkoordinasi dengan polres madiun kota beberapa saat kemudian kasat reskoba polres madiun kota akp aris harianto datang ke lapas dan bersamasama memeriksa bungkusan mencurigakan tersebut “setelah dilakukan penggeledahan dan pemeriksaan dari bungkusan tersebut di dalamnya berisi barang yang diduga narkotika” ujarnya sebagai bentuk akuntabilitas tim dari lapas dan polres melakukan gelar pemeriksaan barang yang dibawa mf dan ap dari hasil klarifikasi dan pemeriksaan diperoleh fakta bahwa barang tersebut sedianya akan dikirimkan untuk salah seorang narapidana kasus narkotika berinisial g pihak lapas dan penyidik kepolisian telah melakukan bap kepada g “namun kami belum bisa mengungkapkan hasilnya karena penyidik sedang mendalami motif dan jaringan yang terlibat” ungkap zaeroji zaeroji menegaskan bahwa pihaknya tidak memberikan toleransi terhadap segala jenis penyalahgunaan maupun peredaran gelap narkotika pihaknya siap bersinergi dengan tni polri untuk menciptakan satker jajaran yang bebas dari narkotika “untuk langkahlangkah selanjutnya kami serahkan kepada kepolisian kami siap bersinergi dengan penyidik untuk mengungkap perkara ini” tegasnya humred,Hukum dan Kriminal
banyuwangi radarjatimid – rencana ar merayakan ulang tahun di dalam lapas terpaksa ambyar alihalih meniup lilin dan makan kue tart yang dikirim untuknya ar malah terpaksa harus meringkuk ke straft cell pasalnya dia mencoba bersekongkol memasukkan smartphone ke dalam lapas yang ditanam di kue ulang tahunnya peristiwa apes itu terjadi hari ini  sekitar  wib bermula saat pengunjung atas nama dm dan aa menitipkan barang kepada kerabatnya yang menjalani pembinaan di lapas banyuwangi “petugas sejak awal sudah curiga dengan gelagat dm dan aa yang berbeda dengan pengunjung lainnya” ujar kakanwil kemenkumham jatim zaeroji zaeroji menjelaskan bahwa petugas di bagian pemeriksaan kedua orang itu memang menunjukkan gerakgerik yang mencurigakan pada saat menyerahkan barang di meja penggeledahan tutur zaeroji kue tart yang akan dikirim itu masih utuh “namun sesuai sop yang berlaku petugas kemudian membelah kue tart tersebut” jelas zaeroji dari situlah petugas lalu menemukan benda mencurigakan benda berbentuk persegi panjang itu terbungkus plastik bening terletak di dasar kue tart “setelah kami pastikan bahwa itu smartphone maka kami melakukan pemeriksaan lebih lanjut kepada dm dan aa” imbuh kalapas banyuwangi wahyu indarto berdasarkan data pada formulir pendaftaran dm dan aa berniat mengirimkan barang tersebut kepada ar pria asal kecamatan muncar itu terjerat kasus narkotika dengan pidana  tahun  bulan wahyu menyebutkan bahwa dm dan aa awalnya mengaku tidak tahu jika kue tart yang dibawanya berisi smartphone namun petugas tidak percaya begitu saja dm dan aa kemudian dilakukan pemeriksaan dan penggeledahan lebih lanjut menurut pengakuannya mereka hanya disuruh dan tidak mengetahui isi dari barang yang dikirim “setelag didesak akhirnya dm dan aa mengaku bahwa smartphone itu sengaja diselundupkan dalam kue tar untuk mengelabui petugas” urai wahyu tidak hanya dm dan aa petugas juga memeriksa ar yang menjadi penerima dari barang terlarang tersebut dia pun mengaku bahwa dia memesan smartphone tersebut dan rencananya akan digunakan di dalam lapas tak mau ambil risiko pihak lapas langsung melakukan koordinasi dengan satnarkoba polresta banyuwangi untuk dilakukan pengembangan karena sasaran pengiriman merupakan warga binaan dengan kasus narkotika “komitmen kami sudah jelas takkan membiarkan adanya penyelundupan benda terlarang ke dalam lapas” pungkas wahyu humrj,Hukum dan Kriminal
gresik radarjatimid — polres gresik terus mengembangkan penyelidikan lidik dengan memeriksa para pihak yang terlibat dalam pembuatan video pernikahan seorang pria dengan seekor kambing di desa jogodalu kec benjeng kab gresik  juni  lalu sebelumnya polres juga telah memintai keterangan tiga dari empat saksi pelapor pengembangan lidik dilakukan untuk menemukan titik terang pengusutan dugaan penistaan agama sebagaimana termuat dalam video viral tersebut pemeriksaan terbaru dilakukan tim penyidik unit pidana umum pidum satreskrim polres gresik terhadap  orang saksi yang diduga mengetahui dan terlibat dalam proses pembuatan video pernikahan nyeleneh itu kapolres gresik akbp moch nur azis kepada awak media di mapolres gresik senin  mengungkapkan pihaknya serius melakukan pengusutan dugaan tindak pidana penistaan agama dalam perkawinan manusia dengan kambing yang berlangsung di pesanggrahan keramat “ki ageng” di desa jogodalu kecamatan benjeng kabupaten gresik itu dikatakan sebanyak  laporan tentang peredaran video prosesi pernikahan tak lazim antara manusia dengan kambing betina itu telah masuk ke penyidik polres gresik pengaduan masyarakat itu akan ditingkatkan menjadi laporan polisi lp “hari sabtu lalu kami telah memintai keterangan tiga orang saksi mereka semuanya saksi pelapor hari ini senin  juni  red kami memintai keterangan  orang saksi lagi” ujar akbp moch nur azis didampingi kasatreskrim polres gresik iptu wahyu rizki saputro dan kasi humas polres gresik ipda wiji mulyono tak dijelaskan rincian belasan saksi yang dimintai keterangan tersebut “sampai saat ini mereka para saksi masih dimintai keterangan” tambah alumnus akpol  itu mantan kapolres ponorogo itu menegaskan pihaknya bergerak cepat setelah mendapat kabar kejadian nyeleneh perkawinan manusia dengan kambing itu “kita sudah mendatangi tkp tempat kejadian perkara kita juga intens koordinasi dengan mui” tandasnya ia meminta masyarakat mempercayakan proses penyelidikan pernikahan manusia dengan kambing itu kepada kepolisian yakni polres gresik sebab pihaknya menjamin penyelidikan dilakukan secara profesional dan sesuai standar operasional prosedur sop perundangundangan yang berlaku di indonesia “jangan under estimate penanganan dilakukan secara profesional sesuai sop percayakan penanganan kepada kepolisian” katanya ia juga menghimbau masyarakat untuk tidak melakukan tindakan yang melanggar hukum berupa tindakan anarkis bila dalam proses penyelidikan terbukti ada dugaan penistaan agama lanjutnya penyidik akan menjerat dengan pasal  kuhp seperti diberitakan majelis ulama indonesia mui telah mengeluarkan fatwa pernikahan manusia dengan kambing adalah penistaan agama sebanyak empat orang yang diduga memiliki peran penting dalam hajatan perkawinan seorang pria bernama syaiful arif dengan seekor kambing betina bernama sri rahayu itu mengakui bersalah dan telah melakukan tobat sekaligus meminta maaf kepada masyarakat gresik dan umat islam empat orang yang diduga terlibat dalam perkawinan tak lazim sehingga memantik reaksi keras dan kecaman berbagai elemen masyarakat itu adalah pemilik pesanggrahan keramat “ki ageng” nur hudi didin ariyanto nur hudi adalah anggota dprd gresik dari fraksi nasdem tiga orang lainnya pengantin pria syaiful arif kresna yang berperan sebagai  penghulu dan arif syaifullah pengelola sanggar cipta alam sebagai pemilik akun media sosial medsos atau konten kreator mereka mengakui melakukan perbuatan salah dan berjanji tidak mengulangi perbuatan lagi bila terbukti melakukan penistaan agama polisi akan menjerat mereka dengan pasal  a kuhp tentang penodaan agama mazsto,Hukum dan Kriminal
gresik radarjatimid – pengusutan kasus pernikahan seorang pria dengan seekor kambing di desa jogodalu kec benjeng gresik minggu  lalu terus bergulir kali ini polres gresik mulai melakukan proses penyelidikan lidik perkawinan nyeleneh di pesanggrahan keramat itu dengan memintai keterangan para saksi pelapor sebanyak empat elemen masyarakat yang telah melapor ke polres gresik mulai menjalani pemeriksaan di unit pidana umum pidum satreskrim polres gresik jumat  pemeriksaan dimulai pukul  hingga  empat elemen itu diantaranya aliansi warga cerdas wc gresik  aliansi masyarakat peduli gresik ampg dan gerakan pemuda gp ansor gresik empat orang penyidik pidum satreskrim polres gresik disiapkan untuk  menggali keterangan dari empat elemen yang melaporkan perbuatan yang oleh kantor kementerian agama kemenag dan mui gresik “divonis” sebagai tindakan penistaan atau penodaan agama itu masingmasing penyidik memeriksa satu orang pelapor pertanyaan yang diajukan penyidik pidum satreskrim polres gresik masih seputar data awal di antaranya barang bukti video berasal dari mana juga siapa saja orang yang terlibat dalam video tersebut hampir semua saksi pelapor mengaku mengenal identitas nama orang yang terlibat dalam perkawinan manusia dengan kambing betina bernama sri rahayu itu dalam lidik polres gresik namanama yang diadukan terlibat dalam produksi video –yang mereka akui hanya untuk konten medsos itu– sama dengan yang  “disidang” oleh komisi fatwa mui gresik yang melibatkan empat organisasi keagamaan di kabupaten gresik itu keempat organisasi dimaksud adalah mui gresik pcnu gresik pd muhammadiyah gresik dan lembaga dakwah islam indonesia ldii gresik itu sementara keempat orang yang terlibat dugaan penistaan atau penodaan agama sebagaimana pernyataan sikap kantor kementeria agama dan mui gresik adalah empat orang yang diduga terlibat dalam perkawinan tak lazim sehingga menimbulkan banyak kecaman banyak pihak itu adalah pemilik pesanggrahan keramat “ki ageng” nur hudi didin ariyanto selain itu pemeran pengantin pria syaiful arif kresna si penghulu pernikahan dan arif syaifullah pengelola sanggar cipta alam yang juga pemilik akun media sosial medsos atau konten kreator menurut perwakilan aliansi wc gresik abdullah syafii pemanggilan dilakukan untuk memintai keterangan kepada para pengadu sebab pihak kepolisian membutuhkan bukti sebagai dasar pengaduan agar bisa ditindaklanjuti “kami diundang polres gresik untuk dimintai ketarangan terkait pengaduan kasus ritual pernikahan nyeleneh antara manusia dan kambing yang terjadi di pesanggrahan keramat di desa jogodalu kecamatan benjeng yang telah kita layangkan ke pihak kepolisian” ujar syafii sabtu  “oleh pihak kepolisian tak hanya dimintai keterangan tetapi juga diminta memberikan video atau dokumentasi ritual tersebut untuk dijadikan dasar pengaduan”imbuh syafii yang juga pengacara itu syafii menambahkan selaku pengadu pihaknya bersama tiga ormas lain yang telah  memberikan semua bukti rekaman video kepada pihak penyidik di polres gresik “kami para pengadu tadi sudah menyerahkan bukti berupa video terkait ritual pernikahan nyeleneh antara manusia dengan kambing kepada penyidik semoga ini bisa menjadi atensi serius polres gresik dalam menindaklanjuti kasus ini sampai tuntas” ungkapnya penyidik katanya telah menyiapkan pasal berlapis untuk para terduga pelaku yang terlibat dalam perkawinan manusia dengan kambing itu di antaranya pasal  ayat  uu ite serta pasal  a kuhp pasal  ayat  uu ite berbunyi “setiap orang dengan sengaja dan tanpa hak menyebarkan informasi yang ditujukan untuk menimbulkan rasa kebencian atau permusuhan individu danatau kelompok masyarakat tertentu berdasarkan atas suku agama ras dan antargolongan sara“ sementara pasal  a tertulis  dipidana dengan pidana penjara selamalamanya lima tahun barangsiapa dengan sengaja di muka umum mengeluarkan perasaan atau melakukan perbuatan a yang pada pokoknya bersifat permusuhan penyalahgunaan atau penodaan terhadap suatu agama yang dianut di indonesia “seluruh pihak yang terlibat atau hadir di lokasi kegiatan tersebut bisa terkena sanksi pidana setidaknya  tahun” tandas syafii sto,Hukum dan Kriminal
sidoarjo radarjatimid sebanyak  desakelurahan di kabupaten sidoarjo digandeng kejaksaan negeri sidoarjo sebagai rumah restorative justice sebagai  tempat mediasi penyelesaian perkara hukum tanpa harus masuk keruang pengadilan namun hanya perkara pidana ringan yang menjadi ranah rumah restorative justice tersebut diantaranya desa dukuhsari desa sukodono desa gelam desa gading desa randegan desa simogirang desa wunut desa kemantren desa wonokasian desa sedati agung desa keboan sikep desa siwalan panji desa kemangsen desa sidomojo desa wedoro desa bringinbendo desa tarik desa lebo dan kelurahan sidokumpul dan kelurahan tambak kemerakan keberadaannya resmikan oleh kepala kejaksaan tinggi jawa timur dr mia amiati shmh di kantor kelurahan sidokumpul kecamatan sidoarjo senin   dihadiri oleh bupati sidoarjo h ahmad muhdlor sip kepala kejaksaan negeri sidoarjo achmad muhdhor ketua dprd sidoarjo h usman serta kapolresta sidoarjo kombes pol kusumo wahyu bintoro dan dandim  sidoarjo letkol inf masarum djatilaksono kepala kejaksaan tinggi jawa timur mia amiati menjelaskan ada tiga syarat prinsip keadilan restoratif yang bisa ditempuh yakni pelaku baru pertama kali melakukan pidana ancaman pidana tidak lebih dari  tahun serta nilai kerugian perkara tidak lebih dari rp  juta jika tiga unsur itu terpenuhi maka perkara pidana dapat dilakukan di rumah restorative justice tanpa masuk ruang pengadilan “dalam restorative justice ini ada upaya bagaimana menyelesaikan penyelesaian perkara pidana diluar pengadilan artinya tanpa dibawa keranah pemeriksaan di pengadilan” jelasnya dalam kesempatan tersebut kajati jatim mia memberikan apresiasi yang tinggi kepada kejari sidoarjo pasalnya baru kejari sidoarjo yang terbanyak di jawa timur membentuk rumah restorative justice di kejati jatim sendiri sudah terdapat  rumah restorative justice “ini merupakan satusatunya di jawa timur yang meresmikan rumah restorative justice  sekaligus jadi yang pertama di jawa timur meresmikan rumah restorative justice  sekaligus”ucapnya bupati sidoarjo ahmad muhdlor atau gus muhdlor mengapresiasi rumah restorative justice yang berada di  desa dan  kelurahan di wilayahnya keberadaan tempat tersebut diharapkan menjadi alternatif keadilan yang berdasarkan hati nurani kepala desakelurahan yang ditempati sebagai rumah restorative justice diminta mendukungnya salah satunya dengan mensosialisasikan keberadaan rumah restorative justice “kepada  kepala desa dan  kepala kelurahan diharapkan atensinya terhadap jalannya rj rumah restorative justice untuk dijaga sehingga efek kebermanfaatannya berjalan baik”pintanya gus muhdlor juga berharap keberadaan rumah restorative justice akan semakin banyak tidak hanya di  desakelurahan saja dengan begitu pelayanan hukum di kabupaten sidoarjo akan semakin baik “terobosan ini menjadi warna baru bagi perjalanan hukum di indonesia dimana ada salah satu cara penanganan perkara hukum yang mengandalkan humanisme hati nurani demi mewujudkan keadilan yang setinggitingginya” harapnyamad,Hukum dan Kriminal
gresik radarjatimid — jajaran polsek bungah polres gresik berhasil menangkap  tersangka pencuri motor di desa bedantenkec bungah gresik gerak cepat korps baju coklat itu berkat unggahan motor curian oleh salah satu akun tersangka di media sosial medsos facebook usai mendapatkan laporan aksi pencurian sepeda motor unit reskrim polsek bungah langsung bergerak cepat memburu dan menangkap pencuri motor diketahui pelaku pencurian itu asal probolinggo yang sebelum ditangkap telah mengunggah motor curian itu di medsos facebook kapolres gresik akbp mochamad nur aziz melalui kapolsek bungah akp sujito mengatakan aksi pencurian itu bermula saat kedua tersangka menyasar rumah korban di desa bedanten kecamatan bungah pada rabu  malam korban sulaikhah melaporkan kejadian tersebut ke polsek bungah polres gresik identitas kedua tersangka andrian  dan najib  pun terlacak berkat unggahan motor curian itu di facebook mereka berdua berasal dari kecamatan tongas kabupaten probolinggo keduanya berhasil membawa kabur yamaha rx king  warna hitam w  bq di teras depan rumah korban dikatakan pada rabu  juni   sekira pukul  wib unit reskrim polsek bungah mendapati postingan sepeda motor yamaha rx king di medsos facebook gerak cepat tim reskrim polsek bungah dibantu tim opsnal buser polres wilayah utara  melacak untuk mengetahui identitas pemilik akun yang mengunggah motor tersebut polisi langsung menangkap satu persatu tersangka penagkapan dilakukan di sebuah kamar kos di kebomas dan warung kopi yang berada di desa golokan kecamatan sidayu gresik sementara barang bukti sebuah motor berada dari rumah tersangka di wilayah kecamatan tongas kabupaten probolinggo “selanjutnya kami lakukan penyitaan dan membawa barang bukti beserta tersangka ke polsek bungah polres gresik untuk dilakukan proses sidik penyidikan red lebih lanjut” tegasnya sabtu  dijelaskan barang bukti yang berhasil diamankan polisi berupa satu unit sepeda motor yamaha rxk  warna hitam w  bq beserta bpkb dan stnk dan satu buah kunci t kedua tersangka andrian dan najib dijerat pasal  ayat  kitab undang–undang hukum pidana kuhp tentang pencurian dengan pemberatan “ancaman hukumannya tujuh tahun penjara” tutupnya maz,Hukum dan Kriminal
